Product_ID,Product_Name,Category,  Unit_Price  ,Stock_Quantity,Stock_Level,Reorder_Point,Lead_Time_Days,Last_Restock_Date,Supplier_ID,Warehouse_Location,Min_Order_Quantity,Status,Entry_Date,Country,Latitude,Longitude
SKU004352,Product_4352,Clothing,727.83,619,Mid,57,25,25/11/2024,SUP031,AISLE-03-SHELF-49,29,In Stock,6/1/2024,Sweden,65.4143,12.5241
SKU004671,Product_4671,Books,402.89,719,High,41,2,17/12/2024,SUP041,AISLE-03-SHELF-49,41,In Stock,12/5/2024,Austria,48.7952,11.8573
SKU000140,Product_140,Home & Garden,113.83,318,Mid,82,7,2/2/2025,SUP008,AISLE-03-SHELF-50,15,In Stock,29/9/2024,Spain,36.8674,1.6389
SKU000535,Product_535,Books,865.99,261,Low,52,26,28/9/2025,SUP045,AISLE-03-SHELF-50,49,In Stock,29/10/2024,Netherlands,53.1287,4.5324
SKU000951,Product_951,Clothing,783.04,487,Mid,59,5,24/4/2024,SUP001,AISLE-03-SHELF-50,14,In Stock,4/12/2023,Netherlands,52.0506,5.1986
SKU002080,Product_2080,Toys,175.61,348,Mid,71,28,13/9/2025,SUP008,AISLE-03-SHELF-50,7,Out of Stock,26/2/2025,Netherlands,52.1488,6.6927
SKU004102,Product_4102,Electronics,41.39,368,Mid,96,15,23/7/2025,SUP044,AISLE-03-SHELF-50,49,In Stock,15/2/2025,Netherlands,53.4176,5.26
SKU000414,Product_414,Home & Garden,635.06,242,Low,41,29,27/2/2025,SUP024,AISLE-04-SHELF-01,13,In Stock,5/11/2024,Germany,53.0345,9.9536
SKU000845,Product_845,Home & Garden,698.03,43,Low,71,24,17/1/2024,SUP036,AISLE-04-SHELF-01,11,Out of Stock,22/3/2023,Italy,46.8489,9.2452
SKU000895,Product_895,Home & Garden,389.87,340,Mid,93,29,23/10/2025,SUP012,AISLE-04-SHELF-01,40,In Stock,15/1/2025,Sweden,67.8939,13.4233
SKU000717,Product_717,Sports,68.22,828,High,13,17,9/8/2024,SUP020,AISLE-04-SHELF-02,8,In Stock,24/1/2024,Italy,45.5244,11.1326
SKU002736,Product_2736,Office Supplies,802.40,142,Low,33,11,25/12/2024,SUP005,AISLE-04-SHELF-02,28,In Stock,15/11/2024,Sweden,59.1971,22.0425
SKU002890,Product_2890,Office Supplies,944.22,622,Mid,71,21,20/1/2024,SUP038,AISLE-04-SHELF-02,37,In Stock,1/8/2023,Sweden,62.3988,14.4637
SKU004391,Product_4391,Electronics,528.64,908,High,86,2,13/12/2024,SUP043,AISLE-04-SHELF-02,12,In Stock,16/11/2024,Spain,40.7901,-6.7001
SKU004935,Product_4935,Electronics,498.25,499,Mid,99,29,7/10/2024,SUP047,AISLE-04-SHELF-02,33,Out of Stock,25/5/2024,United Kingdom,54.3037,-8.0573
SKU000779,Product_779,Books,139.54,81,Low,44,21,19/2/2024,SUP006,AISLE-04-SHELF-03,19,In Stock,1/10/2023,Poland,54.623,18.6393
SKU001715,Product_1715,Office Supplies,417.84,983,High,52,1,5/1/2024,SUP004,AISLE-04-SHELF-03,16,In Stock,18/5/2023,Belgium,50.5543,5.3635
SKU001865,Product_1865,Office Supplies,837.16,761,High,32,25,5/10/2024,SUP040,AISLE-04-SHELF-03,29,In Stock,10/12/2023,Belgium,49.6096,4.1441
SKU002193,Product_2193,Home & Garden,130.86,762,High,69,29,13/1/2025,SUP046,AISLE-04-SHELF-03,47,In Stock,13/11/2024,Spain,40.5796,-8.4598
SKU002356,Product_2356,Office Supplies,914.50,719,High,27,18,11/11/2024,SUP002,AISLE-04-SHELF-03,32,Out of Stock,24/10/2024,Poland,52.9095,16.2464
SKU004290,Product_4290,Home & Garden,914.05,476,Mid,17,27,1/11/2024,SUP034,AISLE-04-SHELF-03,43,Out of Stock,6/4/2024,Germany,50.1068,6.798
SKU000095,Product_95,Books,200.43,623,Mid,26,1,30/6/2024,SUP043,AISLE-04-SHELF-04,39,In Stock,7/8/2023,Netherlands,52.794,5.8998
SKU000595,Product_595,Office Supplies,468.76,297,Low,13,15,4/10/2025,SUP009,AISLE-04-SHELF-04,8,In Stock,18/11/2024,Spain,39.8073,0.9446
SKU000969,Product_969,Clothing,68.44,996,High,40,3,28/7/2024,SUP020,AISLE-04-SHELF-04,35,In Stock,9/12/2023,Austria,46.9738,13.6065
SKU001687,Product_1687,Books,291.43,31,Low,97,26,10/2/2024,SUP027,AISLE-04-SHELF-04,17,In Stock,2/9/2023,Austria,48.2046,13.4976
SKU002520,Product_2520,Clothing,817.44,432,Mid,59,1,28/5/2024,SUP015,AISLE-04-SHELF-04,16,In Stock,8/4/2024,Sweden,60.7065,18.6603
SKU002714,Product_2714,Home & Garden,197.20,569,Mid,54,8,29/10/2023,SUP043,AISLE-04-SHELF-04,40,In Stock,7/5/2023,Spain,43.6767,-8.9177
SKU003702,Product_3702,Home & Garden,851.88,776,High,28,3,2/2/2025,SUP041,AISLE-04-SHELF-04,35,In Stock,5/11/2024,Poland,54.1222,23.8055
SKU003827,Product_3827,Toys,175.47,56,Low,35,24,23/4/2024,SUP010,AISLE-04-SHELF-04,41,In Stock,11/6/2023,Sweden,58.7796,16.0946
SKU004816,Product_4816,Office Supplies,758.48,3,Low,60,8,9/11/2025,SUP024,AISLE-04-SHELF-04,23,In Stock,27/11/2024,Belgium,49.5967,5.9019
SKU000885,Product_885,Books,287.42,41,Low,99,1,8/6/2023,SUP007,AISLE-04-SHELF-05,24,In Stock,23/3/2023,Austria,48.0227,13.1504
SKU003728,Product_3728,Sports,888.68,428,Mid,37,2,15/7/2025,SUP003,AISLE-04-SHELF-05,26,In Stock,3/8/2024,Germany,49.4094,10.6537
SKU003800,Product_3800,Office Supplies,294.48,226,Low,90,28,26/6/2025,SUP018,AISLE-04-SHELF-05,29,In Stock,19/11/2024,United Kingdom,52.239,-6.6891
SKU004660,Product_4660,Electronics,615.47,32,Low,58,16,27/7/2024,SUP032,AISLE-04-SHELF-05,15,In Stock,2/4/2024,Austria,47.5269,10.4711
SKU004918,Product_4918,Toys,138.50,578,Mid,27,12,13/12/2024,SUP008,AISLE-04-SHELF-05,35,Out of Stock,19/10/2024,Poland,51.9983,19.6929
SKU003203,Product_3203,Home & Garden,921.32,232,Low,67,27,26/11/2025,SUP026,AISLE-04-SHELF-06,14,In Stock,7/1/2025,Germany,51.926,9.5346
SKU004057,Product_4057,Sports,709.86,822,High,40,13,2/2/2025,SUP025,AISLE-04-SHELF-06,13,In Stock,8/10/2024,Germany,54.5516,12.9368
SKU001499,Product_1499,Books,476.42,251,Low,39,14,18/5/2024,SUP032,AISLE-04-SHELF-07,9,In Stock,20/1/2024,France,42.8644,7.9857
SKU003001,Product_3001,Toys,159.23,215,Low,36,11,16/5/2025,SUP020,AISLE-04-SHELF-07,38,In Stock,1/6/2024,Belgium,50.3709,3.476
SKU004032,Product_4032,Books,447.88,353,Mid,95,17,19/10/2024,SUP004,AISLE-04-SHELF-07,5,In Stock,3/10/2024,Italy,42.6366,9.1277
SKU004095,Product_4095,Office Supplies,424.88,979,High,55,28,24/9/2025,SUP041,AISLE-04-SHELF-07,5,In Stock,16/10/2024,Austria,48.802,14.4214
SKU001689,Product_1689,Books,490.82,720,High,74,6,4/2/2024,SUP007,AISLE-04-SHELF-08,40,In Stock,9/1/2024,Spain,38.327,-5.9859
SKU004394,Product_4394,Sports,541.86,786,High,63,4,5/6/2024,SUP026,AISLE-04-SHELF-08,22,In Stock,19/11/2023,Austria,46.4476,12.4996
SKU000296,Product_296,Sports,455.16,397,Mid,93,24,20/8/2024,SUP006,AISLE-04-SHELF-09,15,Out of Stock,22/5/2024,Germany,48.6867,14.6834
SKU001527,Product_1527,Clothing,216.39,491,Mid,29,19,7/2/2025,SUP033,AISLE-04-SHELF-09,38,In Stock,21/2/2024,Austria,47.5637,15.8866
SKU000706,Product_706,Home & Garden,507.86,767,High,40,24,8/7/2024,SUP023,AISLE-04-SHELF-10,39,Out of Stock,17/12/2023,France,50.0123,-2.7547
SKU000757,Product_757,Books,628.24,977,High,73,14,2/6/2024,SUP005,AISLE-04-SHELF-10,39,In Stock,29/7/2023,Germany,51.5102,8.6114
SKU000956,Product_956,Toys,545.91,752,High,95,26,30/6/2025,SUP038,AISLE-04-SHELF-10,35,In Stock,9/2/2025,Germany,49.5982,6.3623
SKU000959,Product_959,Clothing,556.75,495,Mid,32,13,17/5/2025,SUP046,AISLE-04-SHELF-10,42,In Stock,9/2/2025,Spain,36.9768,-4.4861
SKU003129,Product_3129,Clothing,991.84,723,High,73,6,22/10/2024,SUP018,AISLE-04-SHELF-10,15,In Stock,24/9/2024,France,50.3399,4.6275
SKU003434,Product_3434,Toys,902.92,676,Mid,36,2,27/12/2024,SUP006,AISLE-04-SHELF-10,41,In Stock,6/7/2024,Netherlands,51.9676,6.4854
SKU004584,Product_4584,Electronics,557.99,673,Mid,38,14,20/5/2025,SUP028,AISLE-04-SHELF-10,48,In Stock,2/7/2024,Netherlands,52.2695,6.4367
SKU001859,Product_1859,Clothing,988.09,548,Mid,67,11,25/9/2024,SUP029,AISLE-04-SHELF-11,7,In Stock,15/11/2023,France,47.0023,-4.2919
SKU001883,Product_1883,Home & Garden,26.10,418,Mid,62,8,22/10/2023,SUP044,AISLE-04-SHELF-11,23,In Stock,25/7/2023,Belgium,50.6543,6.1513
SKU003384,Product_3384,Office Supplies,270.39,82,Low,67,22,28/3/2024,SUP048,AISLE-04-SHELF-11,23,In Stock,26/4/2023,United Kingdom,52.1194,-5.5948
SKU003962,Product_3962,Toys,797.61,641,Mid,26,17,15/5/2023,SUP034,AISLE-04-SHELF-11,6,Out of Stock,21/3/2023,Italy,44.311,14.7664
SKU004310,Product_4310,Electronics,547.16,714,High,36,24,10/2/2026,SUP003,AISLE-04-SHELF-11,45,Out of Stock,22/2/2025,Spain,40.0718,1.1128
SKU000812,Product_812,Sports,411.86,730,High,22,26,27/2/2025,SUP025,AISLE-04-SHELF-12,13,In Stock,4/10/2024,Sweden,59.9079,14.4308
SKU000854,Product_854,Electronics,795.43,596,Mid,69,13,3/12/2024,SUP004,AISLE-04-SHELF-12,15,In Stock,5/9/2024,Poland,51.6553,16.6896
SKU002058,Product_2058,Books,213.53,305,Mid,91,3,10/8/2025,SUP025,AISLE-04-SHELF-12,48,In Stock,31/1/2025,Sweden,66.1535,11.3366
SKU003157,Product_3157,Home & Garden,82.40,807,High,56,20,8/3/2025,SUP034,AISLE-04-SHELF-12,9,In Stock,25/11/2024,France,45.3904,-0.7558
SKU003625,Product_3625,Electronics,762.13,283,Low,49,22,25/6/2024,SUP028,AISLE-04-SHELF-12,46,In Stock,25/5/2024,Italy,39.9324,18.0568
SKU003694,Product_3694,Clothing,470.28,170,Low,19,6,16/4/2023,SUP029,AISLE-04-SHELF-12,11,In Stock,20/3/2023,United Kingdom,56.2774,-4.7023
SKU004600,Product_4600,Toys,989.34,887,High,81,28,25/4/2024,SUP002,AISLE-04-SHELF-12,43,In Stock,16/4/2024,Germany,49.7055,14.6935
SKU004908,Product_4908,Office Supplies,113.36,548,Mid,51,15,27/2/2024,SUP040,AISLE-04-SHELF-12,38,Out of Stock,11/11/2023,Spain,39.6234,-3.9556
SKU000375,Product_375,Home & Garden,238.23,231,Low,85,21,24/6/2025,SUP018,AISLE-04-SHELF-13,16,In Stock,18/7/2024,Netherlands,52.8257,4.3706
SKU001030,Product_1030,Electronics,821.27,238,Low,51,18,21/10/2024,SUP044,AISLE-04-SHELF-13,23,In Stock,21/1/2024,Italy,40.1801,16.185
SKU001317,Product_1317,Sports,813.27,138,Low,45,24,9/10/2024,SUP049,AISLE-04-SHELF-13,25,In Stock,14/12/2023,Italy,41.2002,16.3317
SKU003932,Product_3932,Books,593.90,645,Mid,95,9,19/7/2024,SUP031,AISLE-04-SHELF-13,7,In Stock,5/3/2024,France,47.4392,6.9878
SKU001059,Product_1059,Office Supplies,143.06,89,Low,42,17,13/12/2024,SUP005,AISLE-04-SHELF-14,25,In Stock,2/4/2024,United Kingdom,51.0196,0.9469
SKU001509,Product_1509,Books,221.88,17,Low,74,8,6/3/2024,SUP014,AISLE-04-SHELF-14,32,In Stock,10/12/2023,Germany,52.6894,6.0916
SKU003455,Product_3455,Toys,532.33,496,Mid,27,15,23/7/2025,SUP010,AISLE-04-SHELF-14,17,In Stock,30/7/2024,France,42.8717,4.3547
SKU002526,Product_2526,Books,962.32,966,High,74,2,13/11/2024,SUP047,AISLE-04-SHELF-15,44,Out of Stock,12/12/2023,Spain,39.3724,3.1954
SKU003532,Product_3532,Books,29.26,377,Mid,98,25,6/2/2024,SUP001,AISLE-04-SHELF-15,27,Out of Stock,6/11/2023,Poland,49.6273,16.616
SKU004962,Product_4962,Clothing,301.38,164,Low,52,14,7/4/2025,SUP026,AISLE-04-SHELF-15,39,In Stock,22/11/2024,Austria,46.9538,10.2989
SKU001035,Product_1035,Home & Garden,972.27,267,Low,39,17,11/5/2025,SUP036,AISLE-04-SHELF-16,39,Out of Stock,15/7/2024,Sweden,63.6431,18.0137
SKU001281,Product_1281,Clothing,153.81,878,High,76,26,4/10/2024,SUP049,AISLE-04-SHELF-16,36,In Stock,9/9/2024,Germany,47.3122,8.4773
SKU001308,Product_1308,Books,829.23,917,High,27,27,10/2/2024,SUP049,AISLE-04-SHELF-16,17,Out of Stock,20/6/2023,Netherlands,52.4347,3.5227
SKU001919,Product_1919,Electronics,612.54,65,Low,39,6,29/4/2025,SUP008,AISLE-04-SHELF-16,18,In Stock,2/12/2024,Belgium,50.5565,5.0813
SKU002183,Product_2183,Clothing,767.21,960,High,31,22,24/6/2024,SUP041,AISLE-04-SHELF-16,31,In Stock,7/7/2023,Germany,50.0495,5.9941
SKU002757,Product_2757,Sports,216.83,89,Low,17,12,12/6/2024,SUP040,AISLE-04-SHELF-16,9,In Stock,7/9/2023,Germany,47.7685,14.6228
SKU003365,Product_3365,Clothing,323.15,505,Mid,53,5,3/5/2024,SUP003,AISLE-04-SHELF-16,12,In Stock,15/5/2023,Poland,49.9601,21.4135
SKU004158,Product_4158,Electronics,196.26,632,Mid,92,23,5/1/2024,SUP008,AISLE-04-SHELF-16,48,In Stock,5/7/2023,Sweden,67.4412,22.3293
SKU002344,Product_2344,Electronics,969.60,238,Low,11,9,6/4/2024,SUP015,AISLE-04-SHELF-17,21,In Stock,16/6/2023,Netherlands,51.8656,5.9776
SKU002690,Product_2690,Electronics,501.70,848,High,32,8,23/9/2025,SUP011,AISLE-04-SHELF-17,13,In Stock,14/12/2024,Italy,42.5233,14.3818
SKU004387,Product_4387,Home & Garden,889.77,466,Mid,65,4,25/4/2024,SUP032,AISLE-04-SHELF-17,44,In Stock,4/5/2023,Austria,48.5397,14.0167
SKU002333,Product_2333,Toys,54.84,342,Mid,27,23,12/10/2023,SUP024,AISLE-04-SHELF-18,8,In Stock,26/4/2023,France,41.3803,8.0227
SKU002496,Product_2496,Sports,706.93,543,Mid,87,24,28/5/2023,SUP035,AISLE-04-SHELF-18,28,In Stock,25/4/2023,Austria,48.1894,13.4469
SKU003240,Product_3240,Sports,902.20,291,Low,51,13,4/5/2024,SUP041,AISLE-04-SHELF-18,25,In Stock,13/3/2024,France,50.2214,-0.3296
SKU004782,Product_4782,Clothing,179.89,187,Low,64,22,17/3/2025,SUP029,AISLE-04-SHELF-18,30,In Stock,8/8/2024,France,45.1899,3.4288
SKU000334,Product_334,Sports,173.72,86,Low,51,12,24/3/2024,SUP041,AISLE-04-SHELF-19,42,In Stock,2/3/2024,Netherlands,53.4494,6.9367
SKU000556,Product_556,Office Supplies,735.10,736,High,37,8,11/12/2024,SUP014,AISLE-04-SHELF-19,5,In Stock,24/5/2024,Spain,39.1531,3.2151
SKU000697,Product_697,Office Supplies,312.43,542,Mid,30,14,13/11/2024,SUP020,AISLE-04-SHELF-19,45,Out of Stock,24/4/2024,United Kingdom,55.6582,0.5252
SKU003263,Product_3263,Home & Garden,57.16,927,High,70,20,22/8/2023,SUP019,AISLE-04-SHELF-19,6,In Stock,31/3/2023,Netherlands,53.4787,3.6495
SKU003892,Product_3892,Home & Garden,115.52,465,Mid,51,19,12/2/2024,SUP015,AISLE-04-SHELF-19,33,Out of Stock,30/3/2023,Poland,50.2717,17.1525
SKU004215,Product_4215,Office Supplies,787.10,439,Mid,74,24,26/7/2024,SUP037,AISLE-04-SHELF-19,28,Out of Stock,12/1/2024,Poland,51.5655,19.6642
SKU004417,Product_4417,Books,551.29,103,Low,21,17,11/3/2024,SUP032,AISLE-04-SHELF-19,29,In Stock,29/2/2024,United Kingdom,50.7835,1.2677
SKU000441,Product_441,Home & Garden,344.46,744,High,61,19,1/11/2023,SUP019,AISLE-04-SHELF-20,34,In Stock,31/3/2023,Netherlands,52.2204,6.2613
SKU001222,Product_1222,Electronics,298.19,279,Low,30,6,5/5/2025,SUP016,AISLE-04-SHELF-21,25,In Stock,28/6/2024,Poland,53.1061,21.2365
SKU002300,Product_2300,Clothing,188.80,467,Mid,78,29,14/3/2025,SUP021,AISLE-04-SHELF-21,9,In Stock,22/8/2024,Belgium,51.355,2.7585
SKU002555,Product_2555,Sports,761.37,41,Low,20,22,7/11/2024,SUP036,AISLE-04-SHELF-21,29,Out of Stock,8/1/2024,Spain,43.2581,0.7759
SKU002558,Product_2558,Office Supplies,740.50,252,Low,35,24,7/10/2023,SUP050,AISLE-04-SHELF-21,43,In Stock,16/7/2023,United Kingdom,56.9643,-5.811
SKU002873,Product_2873,Sports,855.29,927,High,73,11,1/8/2023,SUP012,AISLE-04-SHELF-21,29,In Stock,7/6/2023,Netherlands,52.0351,5.3189
SKU002981,Product_2981,Sports,925.12,546,Mid,40,4,30/8/2025,SUP042,AISLE-04-SHELF-21,12,In Stock,8/1/2025,Italy,45.0169,16.0214
SKU003880,Product_3880,Electronics,299.66,357,Mid,61,17,22/1/2025,SUP019,AISLE-04-SHELF-21,31,In Stock,1/2/2024,Spain,42.7676,-5.1086
SKU004439,Product_4439,Sports,912.44,960,High,63,11,3/12/2024,SUP024,AISLE-04-SHELF-21,25,In Stock,7/6/2024,Belgium,51.431,4.5552
SKU001075,Product_1075,Office Supplies,721.06,276,Low,71,8,8/11/2023,SUP028,AISLE-04-SHELF-22,13,In Stock,5/4/2023,Poland,49.5524,14.3747
SKU002849,Product_2849,Books,645.78,166,Low,12,5,12/2/2026,SUP034,AISLE-04-SHELF-22,41,In Stock,14/2/2025,Sweden,65.8871,13.8106
SKU003317,Product_3317,Toys,133.07,935,High,42,10,2/1/2025,SUP017,AISLE-04-SHELF-22,15,In Stock,29/11/2024,Belgium,50.6582,4.9074
SKU004398,Product_4398,Books,75.62,258,Low,44,25,9/12/2023,SUP043,AISLE-04-SHELF-22,39,In Stock,30/6/2023,Netherlands,51.2386,5.6426
SKU001659,Product_1659,Sports,603.58,240,Low,72,29,13/7/2025,SUP032,AISLE-04-SHELF-23,23,In Stock,21/10/2024,Sweden,55.3745,19.8574
SKU004682,Product_4682,Sports,983.09,633,Mid,78,13,4/12/2025,SUP006,AISLE-04-SHELF-23,19,In Stock,27/12/2024,Belgium,49.9597,4.3669
SKU004775,Product_4775,Clothing,353.30,590,Mid,91,16,17/7/2024,SUP009,AISLE-04-SHELF-23,5,Out of Stock,15/9/2023,Poland,53.1603,15.4129
SKU004836,Product_4836,Clothing,883.41,654,Mid,66,24,11/9/2023,SUP018,AISLE-04-SHELF-23,24,Out of Stock,3/6/2023,Sweden,56.2974,20.8548
SKU000371,Product_371,Office Supplies,170.20,277,Low,68,25,27/4/2025,SUP002,AISLE-04-SHELF-24,16,In Stock,1/1/2025,Spain,36.5694,0.0748
SKU003830,Product_3830,Toys,984.37,334,Mid,67,4,20/3/2025,SUP014,AISLE-04-SHELF-24,24,Out of Stock,15/12/2024,United Kingdom,50.3784,-6.5148
SKU003895,Product_3895,Clothing,716.15,473,Mid,45,24,18/11/2023,SUP004,AISLE-04-SHELF-24,44,In Stock,22/6/2023,Germany,52.8639,12.628
SKU003930,Product_3930,Books,832.88,299,Low,20,3,29/4/2024,SUP049,AISLE-04-SHELF-24,14,Out of Stock,17/2/2024,Germany,50.3957,11.0355
SKU004458,Product_4458,Sports,772.27,220,Low,84,22,31/5/2024,SUP036,AISLE-04-SHELF-24,18,In Stock,26/6/2023,Belgium,50.0848,4.0689
SKU000647,Product_647,Toys,995.39,905,High,52,19,1/3/2024,SUP035,AISLE-04-SHELF-25,49,Out of Stock,22/2/2024,Austria,48.8997,14.3965
SKU000688,Product_688,Clothing,583.87,496,Mid,28,1,13/10/2024,SUP044,AISLE-04-SHELF-25,49,In Stock,10/8/2024,Poland,49.1679,16.4965
SKU002472,Product_2472,Office Supplies,429.26,755,High,95,23,11/12/2025,SUP030,AISLE-04-SHELF-25,23,In Stock,4/1/2025,Sweden,65.7299,23.7334
SKU003564,Product_3564,Sports,183.36,481,Mid,67,26,26/12/2024,SUP027,AISLE-04-SHELF-25,39,In Stock,3/6/2024,Austria,46.4904,16.3444
SKU004443,Product_4443,Clothing,110.09,208,Low,17,13,11/6/2025,SUP042,AISLE-04-SHELF-25,30,In Stock,28/7/2024,Netherlands,53.1398,6.3994
SKU002579,Product_2579,Books,116.72,74,Low,81,20,5/5/2025,SUP020,AISLE-04-SHELF-26,5,In Stock,22/2/2025,Sweden,64.1438,15.1662
SKU003590,Product_3590,Clothing,730.70,729,High,76,26,15/8/2024,SUP036,AISLE-04-SHELF-26,12,In Stock,11/8/2024,Italy,40.5093,9.9326
SKU003595,Product_3595,Sports,565.43,850,High,44,9,8/3/2025,SUP028,AISLE-04-SHELF-26,41,In Stock,6/4/2024,France,43.6286,2.7177
SKU003819,Product_3819,Toys,820.46,160,Low,75,18,12/1/2024,SUP004,AISLE-04-SHELF-26,28,In Stock,12/8/2023,Germany,52.6137,6.1047
SKU004546,Product_4546,Clothing,97.67,907,High,77,14,30/6/2024,SUP008,AISLE-04-SHELF-26,43,Out of Stock,21/5/2024,Austria,48.371,14.0926
SKU001926,Product_1926,Office Supplies,14.61,747,High,77,27,4/8/2024,SUP026,AISLE-04-SHELF-27,22,In Stock,1/5/2024,Austria,46.4866,16.5285
SKU002055,Product_2055,Sports,672.60,673,Mid,52,27,20/12/2023,SUP027,AISLE-04-SHELF-27,21,In Stock,18/6/2023,Sweden,68.5798,16.7057
SKU003656,Product_3656,Books,336.37,248,Low,42,25,4/4/2023,SUP039,AISLE-04-SHELF-27,47,In Stock,24/3/2023,France,50.9792,1.8121
SKU002007,Product_2007,Books,701.41,224,Low,88,9,27/8/2023,SUP018,AISLE-04-SHELF-28,11,In Stock,30/6/2023,Belgium,49.613,5.1241
SKU004152,Product_4152,Electronics,326.24,762,High,18,17,22/3/2025,SUP006,AISLE-04-SHELF-28,14,Out of Stock,12/7/2024,Sweden,58.139,15.1831
SKU004772,Product_4772,Electronics,342.28,523,Mid,31,27,29/2/2024,SUP021,AISLE-04-SHELF-28,29,In Stock,26/3/2023,Netherlands,50.9207,4.3452
SKU004822,Product_4822,Books,850.24,900,High,14,2,30/9/2025,SUP001,AISLE-04-SHELF-28,43,In Stock,27/10/2024,Germany,52.4226,6.8502
SKU001794,Product_1794,Toys,174.83,322,Mid,41,22,13/10/2024,SUP024,AISLE-04-SHELF-29,29,In Stock,29/2/2024,Belgium,50.9113,4.408
SKU002137,Product_2137,Clothing,103.10,226,Low,93,25,4/2/2024,SUP032,AISLE-04-SHELF-29,45,In Stock,1/9/2023,Spain,36.4892,0.9751
SKU002531,Product_2531,Toys,258.00,690,Mid,60,15,27/7/2024,SUP017,AISLE-04-SHELF-29,29,In Stock,25/8/2023,Netherlands,52.72,4.453
SKU002616,Product_2616,Home & Garden,547.30,719,High,87,13,19/8/2024,SUP029,AISLE-04-SHELF-29,9,In Stock,1/8/2024,Belgium,50.3967,3.4987
SKU004840,Product_4840,Clothing,416.13,37,Low,22,7,16/6/2023,SUP009,AISLE-04-SHELF-29,21,In Stock,29/4/2023,Italy,37.9497,14.0055
SKU000225,Product_225,Toys,582.59,475,Mid,78,24,4/11/2025,SUP013,AISLE-04-SHELF-30,13,In Stock,23/11/2024,Netherlands,52.4531,3.365
SKU000317,Product_317,Home & Garden,721.83,585,Mid,30,8,1/4/2025,SUP030,AISLE-04-SHELF-30,10,Out of Stock,30/4/2024,Italy,39.1575,10.242
SKU000820,Product_820,Office Supplies,946.74,719,High,55,15,25/8/2024,SUP005,AISLE-04-SHELF-30,42,In Stock,19/3/2024,Italy,46.5519,11.3194
SKU001275,Product_1275,Home & Garden,908.11,749,High,31,15,22/8/2024,SUP046,AISLE-04-SHELF-30,22,In Stock,27/3/2024,United Kingdom,56.028,-1.4802
SKU001496,Product_1496,Electronics,431.33,398,Mid,10,2,15/3/2025,SUP047,AISLE-04-SHELF-30,42,In Stock,22/10/2024,Netherlands,52.973,4.7391
SKU003562,Product_3562,Electronics,775.58,856,High,49,17,29/10/2023,SUP024,AISLE-04-SHELF-30,19,In Stock,23/6/2023,United Kingdom,50.9105,1.3655
SKU004354,Product_4354,Home & Garden,235.17,881,High,49,5,7/11/2023,SUP006,AISLE-04-SHELF-30,40,In Stock,24/4/2023,Sweden,58.0878,21.4747
SKU000543,Product_543,Toys,924.91,485,Mid,93,18,8/11/2023,SUP024,AISLE-04-SHELF-31,16,In Stock,22/10/2023,Belgium,50.4136,5.7981
SKU000821,Product_821,Clothing,91.91,784,High,87,3,19/1/2025,SUP050,AISLE-04-SHELF-31,29,In Stock,3/11/2024,Austria,46.7247,13.5459
SKU003468,Product_3468,Office Supplies,663.92,527,Mid,27,11,7/10/2024,SUP050,AISLE-04-SHELF-31,24,Out of Stock,31/10/2023,Sweden,59.3947,18.7585
SKU003872,Product_3872,Clothing,711.45,318,Mid,40,24,28/5/2025,SUP006,AISLE-04-SHELF-31,9,In Stock,6/10/2024,Belgium,50.4173,5.4974
SKU000195,Product_195,Books,988.87,437,Mid,89,15,15/7/2025,SUP038,AISLE-04-SHELF-32,26,In Stock,20/10/2024,Poland,50.497,15.2354
SKU000297,Product_297,Electronics,872.10,215,Low,70,29,30/12/2024,SUP002,AISLE-04-SHELF-32,23,In Stock,2/8/2024,United Kingdom,53.668,-1.8798
SKU001406,Product_1406,Home & Garden,523.68,280,Low,77,5,31/7/2023,SUP044,AISLE-04-SHELF-32,27,In Stock,8/7/2023,Netherlands,53.0255,5.5029
SKU003608,Product_3608,Office Supplies,837.86,127,Low,47,29,2/12/2023,SUP014,AISLE-04-SHELF-32,25,In Stock,7/11/2023,Netherlands,50.9038,4.3727
SKU004696,Product_4696,Books,650.18,14,Low,66,10,5/3/2025,SUP007,AISLE-04-SHELF-32,11,Out of Stock,24/2/2025,Italy,43.9582,14.4031
SKU001065,Product_1065,Toys,220.55,485,Mid,80,27,9/9/2023,SUP022,AISLE-04-SHELF-33,22,In Stock,8/6/2023,France,47.2079,5.522
SKU001199,Product_1199,Sports,244.86,795,High,20,3,13/9/2025,SUP002,AISLE-04-SHELF-33,21,In Stock,23/1/2025,Germany,48.3679,9.9309
SKU001298,Product_1298,Home & Garden,229.98,550,Mid,59,3,22/5/2024,SUP048,AISLE-04-SHELF-33,8,In Stock,6/12/2023,Austria,48.2073,14.2451
SKU002151,Product_2151,Books,168.34,507,Mid,14,22,12/3/2025,SUP039,AISLE-04-SHELF-33,7,In Stock,16/1/2025,Spain,41.4465,-6.6821
SKU002622,Product_2622,Books,167.80,350,Mid,45,10,1/7/2025,SUP023,AISLE-04-SHELF-33,11,In Stock,14/8/2024,Germany,50.4501,6.0348
SKU002236,Product_2236,Clothing,32.18,956,High,46,15,3/3/2025,SUP039,AISLE-04-SHELF-34,25,In Stock,11/5/2024,Sweden,63.7367,23.7291
